genus,IT1,IT9,IT10,IT11,IT12,IT13,IT14,IT15,IT16,IT17,IT18,IT-C1,IT-H1,IT2,IT19,IT20,IT21,IT22,IT23,IT24,IT25,IT26,IT27,IT-C2,IT-H2,IT3,IT-C3,IT-H3,IT-C4,IT-H4,IT4,IT-C5,IT-H5,IT5,IT-C6,IT-H6,IT6,IT7,IT8,ST1,ST10,ST11,ST12,ST13,ST14,ST15,ST16,ST17,ST18,ST19,ST-C1,ST-H1,ST2,ST20,ST21,ST22,ST23,ST24,ST25,ST26,ST27,ST28,ST29,ST-C2,ST-H2,ST3,ST30,ST-C3,ST-H3,ST4,ST-C4,ST-H4,ST5,ST-C5,ST-H5,ST6,ST-C6,ST-H6,ST7,ST8,ST9
Unclassified Oceanospirillales,553,2345,2342,2185,1765,2102,1950,1249,1212,2070,1373,274,946,1013,580,782,1656,290,2487,463,188,950,777,257,416,2225,339,604,90,593,1391,554,687,1763,128,334,1310,758,449,28133,9055,54407,1404,38065,1750,7011,135110,60840,665,1796,14562,20440,23148,1946,39172,23157,6158,10554,201545,160631,255849,359,3959,1869,533,53734,103021,1636,1857,61896,2908,4544,24092,10976,11307,661,89,109,1222,125,1118
Unclassified Odoribacteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,239,0,0,0,0,0,0,13,0,0,0,0,0,0
Unclassified Oligoflexales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Oligoflexia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Opitutaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Opitutales,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,2,0,0,2,0,0,0,0,0,0,2,9,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Opitutia,3,5,1,0,9,5,5,13,10,2,25,0,0,4,0,2,2,0,2,10,1,2,3,0,0,3,0,3,5,2,15,96,95,3,111,7,2,11,4,0,2,2,0,0,0,3,0,0,0,0,14,1,2,0,4,0,0,0,0,5,3,2,0,0,0,0,0,7,0,2,2,1,0,4,13,0,2,0,0,3,0
Unclassified Oscillatoriaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Oscillatoriales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0
Unclassified Oscillochloridaceae,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
Unclassified Oscillospiraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Oxalobacteraceae,0,2,0,0,0,0,0,2,4,0,5,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,5,2,0,0,0,0,0,1,0,0,6,8,3,0,0,4,0,0,4,0,0,2,0,2,0,2,0,2,0,0,0,0,0,2,0,0,0,12,2,0,0,0,0,0,0,0,0,0,1,4,0
Unclassified Paenibacillaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,20,0,0,14,0,0,0
Unclassified Paludibacteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Parachlamydiaceae,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Paracoccaceae,29,15,10,15,2,25,13,15,4,9,3,0,13,16,11,27,182,3311,9,25,30,5,11,7,6,44,0,1,42,18,30,26,16,5,6,19,9,18,22,4,0,2,22,0,0,10,3,4,6,12,9,6,9,2,8,15,5,1,4,16,4,12,19,2,4,3,1,0,19,4,13,23,7,15,61,0,10,1,0,0,4
Unclassified Parvibaculaceae,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Parvularculaceae,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,30,1,0,10,0,0,0,4,0,0
Unclassified Pasteurellaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Pasteurellales,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,6,0,2,2,0,2,6,0,4,0,0,2,6,2,2,2,12,0,0,8,7,6,0,0,2,0,0,6,2,0,1,6,0,0,0,0,4,4
Unclassified Pectobacteriaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Peptoclostridiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Peptostreptococcaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,10,0,0,0,0,0,0
Unclassified Peptostreptococcales,0,0,0,0,0,6,0,2,4,0,4,0,6,0,0,18,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,108,3,0,6,18,0,0,1,0,0,0,0,0,3,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,349,0,0,5,4,0,4,42,0,0,4,0,0,0
Unclassified Phototrophicales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Phycisphaeraceae,0,0,1,0,0,2,0,2,2,0,2,0,0,3,0,6,8,6,0,5,8,0,0,0,2,1,0,2,0,0,1,6,2,2,6,0,2,0,0,2,4,2,4,1,9,6,4,0,0,4,9,4,0,0,5,0,0,1,10,0,3,17,8,2,2,10,0,33,4,4,0,0,0,8,12,4,0,2,5,0,0
Unclassified Phycisphaerae,33,74,17,32,27,24,44,77,40,71,50,26,17,48,52,56,111,92,31,25,59,16,15,13,30,117,24,36,17,54,46,63,39,25,23,29,17,49,16,32,22,24,173,10,74,57,21,10,13,52,27,31,26,47,14,44,18,23,69,10,19,19,57,6,28,3,0,10841,87,12,14,20,34,23,57,27,172,505,41,19,48
Unclassified Phycisphaerales,1423,1384,1164,1288,1544,1589,1523,1694,1696,1520,1793,1342,1324,1746,1832,1466,1549,1344,1413,1659,1239,1518,1413,1478,1270,2107,1913,1130,1482,2169,1646,1870,2797,1515,1444,1433,1364,1525,1238,2517,2610,3223,6698,1594,2963,2618,1908,1341,1833,1836,2046,1801,2276,2313,3509,2090,1106,3761,3695,2517,3471,3900,2068,1333,1165,1074,1102,1615,1676,3672,1740,1365,2186,1718,1556,811,2083,1919,1722,3096,3102
Unclassified Phyllobacteriaceae,1,2,1,6,0,8,2,0,0,0,0,0,0,1,2,4,122,153,0,0,12,0,0,2,0,12,0,0,0,0,1,1,0,3,1,0,0,4,1,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Unclassified Pirellulaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Pirellulales,0,2,0,2,0,0,1,2,3,4,5,0,0,0,2,0,17,114,0,2,1,2,0,0,4,646,0,0,0,0,22,1,11,0,0,1,0,0,2,0,2,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,2,0,2,0,0,0,2,2,0,2,1,13,0,0,0,0,0,3,6,0,0,1,0,0,0
Unclassified Piscirickettsiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Planctomycetaceae,1,4,2,4,0,2,4,3,0,0,6,4,4,0,6,6,18,12,4,2,4,2,2,2,0,0,0,0,0,1,4,4,2,4,4,0,2,14,2,0,4,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,82,2,0,0,0,4,1,0,0,0,5,0,2,0
Unclassified Planctomycetales,8,8,10,6,12,10,12,10,13,14,13,4,0,10,12,2,31,8,8,4,10,4,8,6,6,6,14,6,10,16,14,20,4,6,24,6,12,7,4,6,0,0,0,0,0,4,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,12,0,1,0,0,6,0
Unclassified Planctomycetia,1,1,5,2,5,6,8,23,8,2,9,6,4,8,14,13,112,43,0,13,22,4,7,6,1,14,6,10,10,10,25,9,15,14,1,0,6,8,1,15,0,1,4,2,13,7,2,3,3,0,9,4,2,4,2,3,5,2,12,2,8,0,4,0,0,2,2,129,18,12,2,2,2,9,19,0,0,2,7,0,2
Unclassified Planctomycetota,62,86,53,39,54,93,72,138,88,48,77,34,28,51,47,133,1039,386,44,150,137,79,73,25,96,166,66,35,51,74,168,415,263,67,58,70,67,93,65,104,50,78,49,75,39,283,52,79,34,97,173,63,53,53,93,40,17,310,228,39,195,321,33,212,260,47,19,26234,478,104,131,162,21,62,200,8,108,491,42,40,9
Unclassified Planococcaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Pleioneaceae,1,4,0,2,2,10,6,0,2,3,2,0,2,2,2,6,6,8,0,4,0,2,0,1,0,0,4,3,6,0,3,4,5,2,4,2,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Pleurocapsales,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,16,2,0,0,0,0,0,2,0,0,0,0,0,0
Unclassified Polyangiaceae,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Polyangiales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Pontiellaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Porticoccaceae,20,72,0,11,0,6,14,35,19,44,29,1,0,32,13,32,3,2,14,3,23,18,3,2,0,43,0,2,0,4,10,7,24,2,10,2,0,18,2,0,1,0,0,0,4,0,1,1,2,14,0,0,166,0,2,1,0,0,0,0,6,13,0,0,4,0,2,23,0,0,0,0,1,3,6,0,0,0,2,0,2
Unclassified Prevotellaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,65,0,0,3,0,0,0,20,0,0,0,0,0,0
Unclassified Prolixibacteraceae,2,47,0,1,0,0,0,2,4,0,6,0,0,1,0,42,10,19,3,4,16,0,0,6,15,1,0,2,2,20,1,34,8,0,36,9,0,5,6,4,2,6,9,0,6,2,6,0,0,2,28,8,3,0,2,8,2,4077,27,14,25,0,6,0,100,4,0,2137,11,5,10,3,2,13,112,0,2,12,4,0,2
Unclassified Propionibacteriales,1,1,0,1,0,15,2,1,2,4,4,0,2,3,1,0,4,0,2,11,2,4,4,0,0,2,3,0,0,10,6,0,8,3,0,0,2,2,5,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1
Unclassified Pseudanabaenaceae,96,85,109,97,95,77,70,75,76,114,134,82,67,83,108,98,108,110,108,96,95,66,94,58,57,129,84,72,63,90,95,92,193,87,61,73,78,84,65,91,219,78,697,53,234,22,175,31,141,240,134,132,94,91,141,112,234,303,126,160,169,220,30,14,34,37,60,47,69,160,46,21,69,118,119,28,296,188,38,156,126
Unclassified Pseudanabaenales,2,7,0,3,2,10,8,2,4,1,12,0,1,4,2,0,4,2,1,6,2,4,4,0,0,5,0,0,0,1,8,10,20,1,4,10,1,8,4,4,11,2,90,6,14,7,12,12,16,3,19,16,49,0,16,4,2,49,1,4,6,4,4,0,1,2,0,9,30,29,1,2,5,19,7,4,17,12,0,27,14
Unclassified Pseudoalteromonadaceae,0,0,0,0,0,1,0,6,0,1,0,0,0,6,0,10,50,0,4,0,9,1,0,0,0,0,0,0,0,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,24,0,0,0,0,0,0,10,0,0,0,0,0,0
Unclassified Pseudobdellovibrionaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Pseudomonadaceae,10,27,60,47,22,57,21,18,22,40,25,4,7,8,14,20,47,24,76,17,6,26,12,4,19,55,3,4,0,28,18,7,5,32,0,4,40,12,20,157,46,201,9,133,14,20,557,211,5,9,103,109,59,12,167,75,60,39,822,633,884,3,20,0,0,200,368,20,5,239,6,14,84,82,35,4,6,0,9,0,14
Unclassified Pseudomonadales,129,250,13,79,17,44,49,277,111,163,117,23,14,89,105,188,424,915,80,34,212,98,51,42,33,346,159,13,22,197,104,69,48,50,81,41,16,139,101,228,34,103,205,62,79,33,88,78,120,70,101,102,65,135,89,168,46,34,286,244,183,356,133,74,107,51,93,197,17,109,23,7,195,131,85,23,116,43,194,255,128
Unclassified Pseudomonadota,3864,5682,2018,4354,1625,2482,2609,7548,3926,4935,3892,1036,1218,3104,3225,6823,53300,32212,2970,1987,5522,3185,2465,2253,2348,63401,4096,1239,1444,4692,4275,2775,3105,2495,1841,1727,2656,3598,9382,13129,4129,15552,6711,11899,3317,2746,37967,16797,3136,2210,5664,7728,5825,5617,11227,10214,2298,3698,58046,47708,68462,9253,4692,2878,2307,14800,28849,7456,1301,17188,1557,1549,8711,4732,6266,737,2438,1320,6156,7506,3121
Unclassified Pseudonocardiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Psychromonadaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Unclassified Puniceicoccaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,53,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Unclassified Puniceicoccales,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,18,1,0,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,2,0,8,1,0,0,0
Unclassified Pyrinomonadaceae,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Reichenbachiellaceae,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,27,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Rhizobiaceae,22,32,7,6,2,19,6,19,10,18,11,12,6,12,13,12,115,140,10,14,19,5,8,2,4,36,17,10,17,10,20,24,7,25,8,11,5,9,16,0,0,0,0,2,0,0,0,0,0,3,5,0,0,1,0,2,6,4,14,10,6,3,0,0,0,2,1,0,2,3,0,0,0,3,3,0,0,0,0,0,0
Unclassified Rhodanobacteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,11,0,0,2,0,0,0,4,6,0,2,0,4,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,2,0,0
Unclassified Rhodobacterales,149,190,141,131,84,231,113,226,141,132,234,107,121,194,171,296,946,5338,152,202,310,155,135,143,69,360,118,96,223,131,324,439,430,146,131,160,130,234,556,134,45,79,131,87,169,55,176,79,32,56,280,168,94,36,78,87,68,41,282,217,284,68,108,45,46,107,128,122,46,101,29,185,57,352,694,13,13,34,29,46,194
Unclassified Rhodocyclales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,6,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Rhodospirillaceae,10,7,6,5,5,19,5,22,15,4,16,0,0,5,13,15,3188,43,16,10,20,8,14,7,4,16,2,0,0,12,32,7,33,17,1,0,9,8,21,3,6,5,15,0,9,5,10,2,6,5,39,5,12,6,9,10,2,1,9,4,6,13,10,0,0,5,4,3,0,2,0,25,2,28,85,1,1,7,0,6,0
Unclassified Rhodospirillales,205,83,68,65,13,97,32,239,52,62,79,6,12,68,58,189,23785,590,87,65,301,31,154,8,85,122,8,22,42,46,362,79,108,59,25,43,34,96,221,48,5,56,27,10,35,86,251,9,6,50,72,35,11,13,20,114,10,6,52,61,32,118,45,4,10,29,19,98,7,23,23,10,16,63,83,3,9,0,8,5,2
Unclassified Rhodothermaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Rhodothermales,0,6,0,0,0,0,2,3,0,5,2,4,2,4,5,13,10,7,5,8,40,2,8,4,2,12,0,5,4,2,9,7,17,0,2,0,2,0,25,2,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,12,8,0,0,0,0,2,0
Unclassified Rhodothermia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Rhodothermota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Rickettsiaceae,5,6,12,8,3,32,11,15,8,12,19,0,8,8,162,5,779,0,3,43,16,4,6,0,2,24,8,0,5,9,9,22,28,13,0,15,26,5,7,10,24,30,62,8,18,12,14,19,24,14,5,0,14,2,17,14,4,18,34,34,46,37,16,19,6,16,21,9,18,38,0,18,14,2,0,4,2,0,2,4,6
Unclassified Rickettsiales,12,12,29,23,28,21,22,14,21,18,26,6,20,36,74,8,243,6,12,34,2,23,2,22,30,19,19,25,18,8,45,10,20,13,24,10,26,6,18,46,28,27,67,22,81,29,32,16,59,17,7,12,26,54,43,20,8,26,61,37,61,27,42,36,38,7,17,33,10,24,4,3,8,23,9,35,4,58,26,4,28
Unclassified Rikenellaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Roseivirgaceae,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Roseobacteraceae,40,69,41,49,28,99,26,83,52,46,60,39,40,76,57,67,172,503,64,51,36,28,34,30,28,75,39,15,85,42,46,77,102,50,62,59,56,89,85,104,132,75,245,26,326,130,74,66,84,113,90,68,80,94,73,138,66,89,139,130,137,131,205,38,44,42,44,21,35,69,33,20,77,142,165,45,22,5,66,91,81
Unclassified Saccharospirillaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
